s00473, 7.6583976058295455, 76.93681891934162, 296.15164486685194, 0.0, 
s00523, 3.6624164082337263, 42.856188405305915, 336.2198589695412, 0.0, 
s00495, 1.9342784464089842, 41.44184423261798, 279.7729135708901, 0.0, 
s00500, 3.955759281223678, 153.98397435815411, 316.6257964814174, 0.0, 
s00512, 3.092569043221823, 125.48496922477473, 409.438343119997, 0.0, 
s00483, 4.715877700857153, 90.3786472304526, 336.86532702815526, 0.0, 
s00516, 3.6897108367020373, 11.637008725984003, 280.30557555060034, 0.0, 
s00462, 3.8115424638345012, 103.66264158090382, 277.04516945654865, 0.0, 
s00503, 3.3343687735700502, 67.02968102434534, 306.2722101642042, 0.0, 
s00504, 7.448928537186615, 108.981564201387, 280.26237545122524, 0.0, 
s00465, 5.549064072434556, 35.818723255794616, 280.0234033837796, 0.0, 
s00522, 3.4150408674629213, 118.59769489508383, 387.456955921681, 0.0, 
s00498, 2.4101986669899755, 51.010493926706005, 302.4159529831751, 0.0, 
s00507, 4.013939998316582, 13.46766622525205, 272.9849543283934, 0.0, 
s00524, 1.8260886469462223, 51.88448252801247, 221.16059956494064, 0.0, 
s00490, 3.08308189680585, 83.38474973339649, 362.4974860288886, 0.0, 
s00502, 1.6467614401717223, 65.02741426500506, 429.6838787833516, 0.0, 
s00463, 4.746534075528887, 117.92707560236872, 284.1876296626156, 0.0, 
s00479, 3.2249939774355374, 99.3163546522159, 330.2671628836583, 0.0, 
s00513, 2.4120348207282776, 43.44289044200936, 200.64219807174942, 0.0, 
s00501, 4.18447606035343, 41.503491881589696, 316.8575186687583, 0.0, 
s00482, 1.259511008651734, 12.760131354641718, 237.5537101784942, 0.0, 
s00488, 2.538647356268982, 13.883170439045237, 433.09441769772144, 0.0, 
s00499, 4.552958393306053, 70.23378755610679, 425.64071425613787, 0.0, 
s00469, 2.226989633255989, 28.725761797214933, 284.5619731852327, 0.0, 
s00464, 3.6022539063422774, 36.51316820450625, 293.07392043473345, 0.0, 
s00520, 2.7059021722133045, 79.77728327106993, 429.09936468257547, 0.0, 
s00515, 7.5361436898153515, 42.89403512657113, 306.29049823059, 0.0, 
s00518, 3.629611660729927, 93.43801352973298, 282.8999420822278, 0.0, 
s00474, 4.886173048921261, 25.811994399872493, 341.28800101958825, 0.0, 
s00471, 4.666570084415456, 122.11436056900484, 398.5335752588461, 0.0, 
s00517, 6.8167997361798935, 64.45981199977956, 326.59967372935625, 0.0, 
s00491, 4.6687002578006, 43.76534631298959, 372.6194668128671, 0.0, 
s00489, 4.289272969622653, 122.170692325787, 302.0299882462011, 0.0, 
s00470, 6.443821968510516, 84.07275724506286, 277.64782562153425, 0.0, 
s00508, 2.691530083141595, 11.072645529465214, 284.8035530238243, 0.0, 
s00505, 8.166769590377887, 170.95189432265838, 282.9547990808875, 0.0, 
s00492, 7.271788018183575, 50.935327015913884, 292.43692731034866, 0.0, 
s00475, 2.355437742568418, 12.017972136411771, 346.3681241927767, 0.0, 
s00509, 4.868472734764456, 75.68599031062573, 298.40248214947326, 0.0, 
s00497, 4.074589543176457, 116.3414816292518, 310.752972559157, 0.0, 
s00472, 2.8483388944791885, 65.52962977353512, 323.19377111307085, 0.0, 
s00466, 2.2643856241682605, 22.77262233254863, 296.5662754981834, 0.0, 
s00460, 2.3883990658317384, 52.000734062250814, 390.8696519036517, 0.0, 
s00519, 4.023203545714006, 59.21610430970249, 384.04842190905794, 0.0, 
s00480, 3.35198386163608, 35.13674729339866, 309.6302052429895, 0.0, 
s00494, 1.9967600518641255, 49.09499243433922, 290.0085595101085, 0.0, 
s00510, 7.584082045592355, 168.80370249579676, 278.7909456075056, 0.0, 
s00487, 2.040145407516081, 76.87285665418511, 307.0329839687075, 0.0, 
s00485, 3.722083917344226, 38.95539976339463, 319.03404995266726, 0.0, 
s00468, 4.045302028413877, 115.79895024965296, 344.68849095519465, 0.0, 
s00476, 2.9531999970200506, 67.01760365076747, 307.80886377261277, 0.0, 
s00496, 3.128622651221209, 40.65502015334665, 286.129008308424, 0.0, 
s00481, 2.901503525843456, 28.297423928034274, 253.6002733072097, 0.0, 
s00477, 1.848857134926242, 40.86374088220039, 326.39600004341287, 0.0, 
s00467, 5.154726130753917, 17.422570230394296, 328.39410864768547, 0.0, 
s00461, 5.902855078743974, 67.757272138197, 319.4826542067751, 0.0, 
s00478, 2.3169219292067007, 15.472776831154212, 311.43402084662944, 0.0, 
s00484, 7.23924952629015, 37.65831925002165, 301.3360552364828, 0.0, 
s00506, 5.427244814626938, 47.735892729552404, 456.3466161356488, 0.0, 
s00521, 1.3496763557697236, 26.438735569066743, 247.96656694501516, 0.0, 
s00514, 3.260457876509503, 92.60571132885555, 379.3926930752659, 0.0, 
s00511, 6.0272363147873085, 12.368839244946924, 144.2966569202603, 0.0, 
s00493, 5.302668531962739, 17.7113885905218, 342.7905211077532, 0.0, 
s00486, 3.103993916287865, 104.55345111742886, 346.757369111827, 0.0,